,Classes,Old Price,Price Change,New Price,date_range
1759,Hyundai Accent RB A/T / Highline TINTED GLASS 2022,"326,000 EGP","trending_up +6,000 EGP","332,000 EGP",7/2/2022
1760,Hyundai Accent RB A/T / DAB ABS PLUS TINTED GLASS 2022,"316,000 EGP","trending_up +6,000 EGP","322,000 EGP",7/2/2022
1761,Hyundai Accent RB A/T / DAB ABS TINTED GLASS 2022,"306,000 EGP","trending_up +6,000 EGP","312,000 EGP",7/2/2022
1762,Hyundai Accent RB A/T / SR TINTED GLASS 2022,"300,000 EGP","trending_up +5,000 EGP","305,000 EGP",7/2/2022
1763,Hyundai Accent RB A/T / TINTED GLASS 2022,"290,000 EGP","trending_up +5,000 EGP","295,000 EGP",7/2/2022
1764,Hyundai Accent RB A/T / Highline TINTED GLASS 2023,"339,000 EGP","trending_up +6,000 EGP","345,000 EGP",7/2/2022
1765,Hyundai Accent RB A/T / DAB ABS PLUS TINTED GLASS 2023,"329,000 EGP","trending_up +6,000 EGP","335,000 EGP",7/2/2022
1766,Hyundai Accent RB A/T / DAB ABS TINTED GLASS 2023,"319,000 EGP","trending_up +6,000 EGP","325,000 EGP",7/2/2022
1767,Hyundai Accent RB A/T / SR TINTED GLASS 2023,"310,000 EGP","trending_up +5,000 EGP","315,000 EGP",7/2/2022
1768,Hyundai Accent RB A/T / TINTED GLASS 2023,"300,000 EGP","trending_up +5,000 EGP","305,000 EGP",7/2/2022
1769,Hyundai Elantra HD A/T / HIGHLINE TINTED GLASS 15 2023,"355,000 EGP","trending_up +5,000 EGP","360,000 EGP",7/2/2022
1770,Hyundai Elantra HD Automatic / GL / DAB / ABS / Tinted glass 2023,"350,000 EGP","trending_up +5,000 EGP","355,000 EGP",7/2/2022
1771,Hyundai Elantra HD Automatic / GL / SR / TINTED GLASS 2023,"337,000 EGP","trending_up +5,000 EGP","342,000 EGP",7/2/2022
1772,Hyundai Elantra HD Automatic / GL / TINTED GLASS 2023,"330,000 EGP","trending_up +5,000 EGP","335,000 EGP",7/2/2022
1773,Haval H6 A/T / High Deluxe 2022,"620,000 EGP","trending_up +20,000 EGP","640,000 EGP",7/2/2022
1774,Haval H6 A/T / Deluxe SR 2022,"580,000 EGP","trending_up +20,000 EGP","600,000 EGP",7/2/2022
1775,Haval H6 A/T / Deluxe 2022,"555,000 EGP","trending_up +20,000 EGP","575,000 EGP",7/2/2022
1776,Haval H6 A/T / Standard 2022,"525,000 EGP","trending_up +20,000 EGP","545,000 EGP",7/2/2022
1777,Haval Jolion A/T / High Deluxe 2022,"515,000 EGP","trending_up +15,000 EGP","530,000 EGP",7/2/2022
1778,Haval Jolion A/T / Deluxe SR 2022,"490,000 EGP","trending_up +15,000 EGP","505,000 EGP",7/2/2022
1779,Haval Jolion A/T / Deluxe 2022,"47,000 EGP","trending_up +428,000 EGP","475,000 EGP",7/2/2022
1780,Haval Jolion A/T / Standard 2022,"425,000 EGP","trending_up +15,000 EGP","440,000 EGP",7/2/2022
1781,Mitsubishi Eclipse Cross A/T / Infinity GLS 2022,"650,000 EGP","trending_up +10,000 EGP","660,000 EGP",6/29/2022
1782,Mitsubishi Eclipse Cross A/T / Instyle GLS 2022,"610,000 EGP","trending_up +10,000 EGP","620,000 EGP",6/29/2022
1783,Mitsubishi Eclipse Cross A/T / Inspire GLS 2022,"570,000 EGP","trending_up +10,000 EGP","580,000 EGP",6/29/2022
1784,Mitsubishi Eclipse Cross A/T / Insport GLX 2022,"520,000 EGP","trending_up +10,000 EGP","530,000 EGP",6/29/2022
1785,Mitsubishi Xpander Automatic / HL 2022,"434,000 EGP","trending_up +10,000 EGP","444,000 EGP",6/29/2022
1786,Mitsubishi Xpander Automatic / Midline 2022,"408,990 EGP","trending_up +10,010 EGP","419,000 EGP",6/29/2022
1787,Citroën C3 Aircross A/T / Shine 2022,"454,900 EGP","trending_up +12,000 EGP","466,900 EGP",6/26/2022
1788,Citroën C3 Aircross A/T / Feel 2022,"414,900 EGP","trending_up  +10,000 EGP","424,900 EGP",6/26/2022
1789,Citroën C4 A/T / Red interior 2022,"574,900 EGP","trending_up +15,000 EGP","589,900 EGP",6/26/2022
1790,Citroën C4 A/T / Shine 2022,"569,900 EGP","trending_up +15,000 EGP","584,900 EGP",6/26/2022
1791,Citroën C4 A/T / Blue interior 2022,"524,900 EGP","trending_up +15,000 EGP","539,900 EGP",6/26/2022
1792,Citroën C4 A/T / Fell 2022,"519,900 EGP","trending_up +15,000 EGP","534,900 EGP",6/26/2022
1793,Citroën C3 A/T / Shine 2022,"399,900 EGP","trending_up +5,000 EGP","404,900 EGP",6/26/2022
1794,Citroën C3 A/T / Feel 2022,"349,900 EGP","trending_up +5,000 EGP","354,900 EGP",6/26/2022
1795,Citroën C Elysee A/T / Luxury 2022,"329,900 EGP","trending_up +6,000 EGP","335,900 EGP",6/26/2022
1796,Citroën C Elysee A/T / Comfort 2022,"299,900 EGP","trending_up +6,000 EGP","305,900 EGP",6/26/2022
1797,Citroën C5 Aircross A/T / SHINE 2022,"694,900 EGP","trending_up +20,000 EGP","714,900 EGP",6/26/2022
1798,Citroën C5 Aircross A/T / FEEL 2022,"644,900 EGP","trending_up +20,000 EGP","664,900 EGP",6/26/2022
1799,Citroën C5 Aircross A/T / Live 2022,"574,900 EGP","trending_up +20,000 EGP","594,900 EGP",6/26/2022
1800,Soueast DX3 A/T / Highline / Two Tone 2022,"348,000 EGP","trending_up +7,000 EGP","355,000 EGP",6/23/2022
1801,Soueast DX3 A/T / Highline 2022,"343,000 EGP","trending_up +7,000 EGP","350,000 EGP",6/23/2022
1802,Audi Q8 A/T / S Line Plus 2022,"2,580,000 EGP","trending_up +70,000 EGP","2,650,000 EGP",6/23/2022
1803,Audi Q8 A/T / S Line 2022,"2,380,000 EGP","trending_up +60,000 EGP","2,440,000 EGP",6/23/2022
1804,Audi Q7 A/T / TFSI 2022,"2,380,000 EGP","trending_up +20,000 EGP","2,400,000 EGP",6/23/2022
1805,Audi Q3 A/T / Sport back 2022,"1,150,000 EGP","trending_up +30,000 EGP","1,180,000 EGP",6/23/2022
1806,Audi Q3 A/T / SB W New-Rim 2022,"950,000 EGP","trending_up +30,000 EGP","980,000 EGP",6/23/2022
1807,Audi Q3 A/T / S-Line 2022,"899,000 EGP","trending_up +26,000 EGP","925,000 EGP",6/23/2022
1808,Audi Q3 A/T / Advanced 2022,"810,000 EGP","trending_up +15,000 EGP","825,000 EGP",6/23/2022
1809,Audi Q2 A/T / S Line 2022,"755,000 EGP","trending_up +25,000 EGP","780,000 EGP",6/23/2022
1810,Audi Q2 A/T / Basis 2022,"610,000 EGP","trending_up +20,000 EGP","630,000 EGP",6/23/2022
1811,Audi A6 A/T / S Line 2022,"1,490,000 EGP","trending_up +30,000 EGP","1,520,000 EGP",6/23/2022
1812,Audi A5 A/T / S-Line 2022,"1,150,000 EGP","trending_up +50,000 EGP","1,200,000 EGP",6/23/2022
1813,Audi A4 A/T / S Line Plus 2022,"1,080,000 EGP","trending_up +20,000 EGP","1,100,000 EGP",6/23/2022
1814,Audi A4 A/T / Smart 2022,"925,000 EGP","trending_up +15,000 EGP","940,000 EGP",6/23/2022
1815,Audi A3 A/T / S-Line 2022,"760,000 EGP","trending_up +20,000 EGP","780,000 EGP",6/23/2022
1816,Audi A3 A/T / Advanced 2022,"680,000 EGP","trending_up +20,000 EGP","700,000 EGP",6/23/2022
1817,Forthing T5 evo Automatic / red brushes 2022,"550,000 EGP","trending_up +20,000 EGP","570,000 EGP",6/20/2022
1818,Forthing T5 evo Automatic / Exclusive / NABA 2022,"570,000 EGP","trending_up +5,000 EGP","575,000 EGP",6/20/2022
1819,Forthing T5 evo Automatic / Exclusive / NABA 2022,"555,000 EGP","trending_up +15,000 EGP","570,000 EGP",6/20/2022
1820,Forthing T5 evo Automtic / luxury / black 2022,"535,000 EGP","trending_up +5,000 EGP","540,000 EGP",6/20/2022
1821,Toyota Fortuner A/T / Sport 2023,"1,070,000 EGP","trending_up +70,000 EGP","1,140,000 EGP",6/19/2022
1822,Toyota Fortuner Automtic / ELEGANCE 2023,"1,040,000 EGP","trending_up +60,000 EGP","1,100,000 EGP",6/19/2022
1823,Toyota Fortuner A/T / SMART 2023,"890,000 EGP","trending_up +60,000 EGP","950,000 EGP",6/19/2022
1824,Geely Okavango A/T / Premium 2022,"540,000 EGP","trending_up +59,900 EGP","599,900 EGP",6/19/2022
1825,Geely Cool Ray A/T / Premium 2022,"450,000 EGP","trending_up +35,000 EGP","485,000 EGP",6/19/2022
1826,Geely Cool Ray A/T / Comfort 2022,"390,000 EGP","trending_up +30,000 EGP","420,000 EGP",6/19/2022
1827,Proton Saga A/T / Premium 2022,"280,000 EGP","trending_up +8,000 EGP","288,000 EGP",6/19/2022
1828,Proton Saga A/T / Standard 2022,"260,000 EGP","trending_up +8,000 EGP","268,000 EGP",6/19/2022
1829,Honda CRV A/T / EX 2022,"890,000 EGP","trending_up +30,000 EGP","920,000 EGP",6/18/2022
1830,Honda CRV A/T / LX 2022,"780,000 EGP","trending_up +30,000 EGP","810,000 EGP",6/18/2022
1831,Honda Accord A/T / Premium 2022,"810,000 EGP","trending_up +30,000 EGP","840,000 EGP",6/18/2022
1832,Honda Accord A/T / EXL 2022,"750,000 EGP","trending_up  +30,000 EGP","780,000 EGP",6/18/2022
1833,Honda City A/T / LX / Sport 2022,"430,000 EGP","trending_up +20,000 EGP","450,000 EGP",6/18/2022
1834,Honda City A/T / LX 2022,"410,000 EGP","trending_up +20,000 EGP","430,000 EGP",6/18/2022
1835,"Peugeot 5008 A/T / GT Red interior with 10"" touch screen 2022","829,990 EGP","trending_up +10,000 EGP","839,990 EGP",6/18/2022
1836,"Peugeot 5008 A/T / GT black pack with 10"" touch screen 2022","819,990 EGP","trending_up +10,000 EGP","829,990 EGP",6/18/2022
1837,"Peugeot 5008 A/T / Allure Pack with 10"" touch screen 2022","744,990 EGP","trending_up +10,000 EGP","754,990 EGP",6/18/2022
1838,"Peugeot 5008 A/T / Active Pack with 10"" touch screen 2022","694,990 EGP","trending_up +10,000 EGP","704,990 EGP",6/18/2022
1839,"Peugeot 3008 A/T / GT Red interior with 10"" touch screen 2022","769,990 EGP","trending_up +10,000 EGP","779,990 EGP",6/18/2022
1840,"Peugeot 3008 A/T / GT with 10"" touch screen 2022","764,990 EGP","trending_up +10,000 EGP","774,990 EGP",6/18/2022
1841,"Peugeot 3008 A/T / Allure Pack with 10"" touch screen 2022","689,990 EGP","trending_up +10,000 EGP","699,990 EGP",6/18/2022
1842,"Peugeot 3008 A/T / Active Pack with 10"" touch screen 2022","639,990 EGP","trending_up +10,000 EGP","649,990 EGP",6/18/2022
1843,Peugeot 2008 A/T / GT LINE 2022,"529,990 EGP","trending_up +7,000 EGP","536,990 EGP",6/18/2022
1844,Peugeot 2008 A/T / ALLURE 2022,"487,990 EGP","trending_up +7,000 EGP","494,990 EGP",6/18/2022
1845,Peugeot 2008 A/T / ACTIVE 2022,"452,990 EGP","trending_up +7,000 EGP","459,990 EGP",6/18/2022
1846,Peugeot 508 A/T / GT MAX Red Interior 2022,"829,990 EGP","trending_up +10,000 EGP","839,990 EGP",6/18/2022
1847,Peugeot 508 A/T / GT MAX 2022,"824,990 EGP","trending_up +10,000 EGP","834,990 EGP",6/18/2022
1848,Peugeot 508 A/T / GT Line Red Interior 2022,"735,990 EGP","trending_up +10,000 EGP","745,990 EGP",6/18/2022
1849,Peugeot 508 A/T / GT Line 2022,"729,990 EGP","trending_up +10,000 EGP","739,990 EGP",6/18/2022
1850,Peugeot 508 A/T / Allure Pack 2022,"673,990 EGP","trending_up +10,000 EGP","683,990 EGP",6/18/2022
1851,Peugeot 508 A/T / Active Pack 2022,"609,990 EGP","trending_up +10,000 EGP","619,990 EGP",6/18/2022
1852,Peugeot 301 A/T / Allure 2022,"329,990 EGP","trending_up +5,000 EGP","334,990 EGP",6/18/2022
1853,Peugeot 301 A/T / Active 2022,"299,990 EGP","trending_up +5,000 EGP","304,990 EGP",6/18/2022
1854,DFSK 330S M/T / TOPLINE / gas 2022,"285,900 EGP","trending_up +11,000 EGP","296,900 EGP",6/16/2022
1855,DFSK 330S M/T/ Highline / gas 2022,"268,900 EGP","trending_up +13,000 EGP","281,900 EGP",6/16/2022
1856,DFSK 330S M/T / TOPLINE 2022,"273,900 EGP","trending_up +11,000 EGP","284,900 EGP",6/16/2022
1857,DFSK 330S M/T Highline 2022,"256,900 EGP","trending_up +13,000 EGP","269,900 EGP",6/16/2022
1858,DFSK 330S manual‏ / High line 2022,"240,900 EGP","trending_up +13,000 EGP","253,900 EGP",6/16/2022
1859,DFSK Eagle pro Automtic / Black interior 2022,"474,900 EGP","trending_up +15,000 EGP","489,900 EGP",6/16/2022
1860,DFSK Eagle pro Automtic / red interior 2022,"469,900 EGP","trending_up +25,000 EGP","494,900 EGP",6/16/2022
1861,DFSK EAGLE 580 A/T / Luxury 2022,"44,900 EGP","trending_up +420,000 EGP","464,900 EGP",6/16/2022
1862,Hyundai Elantra HD Automatic / GL / DAB / ABS / Tinted glass 2022,"332,000 EGP","trending_up +5,000 EGP","337,000 EGP",6/16/2022
1863,Hyundai Elantra HD Automatic / GL / SR / TINTED GLASS 2022,"319,000 EGP","trending_up +5,000 EGP","324,000 EGP",6/16/2022
1864,Hyundai Elantra HD Automatic / GL / TINTED GLASS 2022,"312,000 EGP","trending_up +5,000 EGP","317,000 EGP",6/16/2022
1865,Hyundai Accent RB A/T / TINTED GLASS 2023,"295,000 EGP","trending_up +5,000 EGP","300,000 EGP",6/16/2022
1866,Hyundai Accent RB A/T / Highline TINTED GLASS 2022,"321,000 EGP","trending_up +5,000 EGP","326,000 EGP",6/16/2022
1867,Hyundai Accent RB A/T / DAB ABS PLUS TINTED GLASS 2022,"311,000 EGP","trending_up +5,000 EGP","316,000 EGP",6/16/2022
1868,Hyundai Accent RB A/T / DAB ABS TINTED GLASS 2022,"301,000 EGP","trending_up +5,000 EGP","306,000 EGP",6/16/2022
1869,Hyundai Accent RB A/T / SR TINTED GLASS 2022,"295,000 EGP","trending_up +5,000 EGP","300,000 EGP",6/16/2022
1870,Hyundai Accent RB A/T / TINTED GLASS 2022,"285,000 EGP","trending_up +5,000 EGP","290,000 EGP",6/16/2022
1871,Haval Jolion A/T / High Deluxe 2022,"510,000 EGP","trending_up +5,000 EGP","515,000 EGP",6/15/2022
1872,Haval Jolion A/T / Deluxe SR 2022,"485,000 EGP","trending_up +5,000 EGP","490,000 EGP",6/15/2022
1873,Haval Jolion A/T / Deluxe 2022,"455,000 EGP","trending_up +5,000 EGP","460,000 EGP",6/15/2022
1874,Haval Jolion A/T / Standard 2022,"420,000 EGP","trending_up +5,000 EGP","425,000 EGP",6/15/2022
1875,Haval H6 A/T / High Deluxe 2022,"615,000 EGP","trending_up +5,000 EGP","620,000 EGP",6/15/2022
1876,Haval H6 A/T / Deluxe SR 2022,"575,000 EGP","trending_up +15,000 EGP","590,000 EGP",6/15/2022
1877,Haval H6 A/T / Deluxe 2022,"550,000 EGP","trending_up +10,000 EGP","560,000 EGP",6/15/2022
1878,Haval H6 A/T / Standard 2022,"520,000 EGP","trending_up  +5,000 EGP","525,000 EGP",6/15/2022
1879,Hyundai Tucson A/T / SMART / Two Tone 2022,"580,000 EGP","trending_up +20,000 EGP","600,000 EGP",6/15/2022
1880,Hyundai Tucson اتوماتيك / SMART PLUS / Two Tone 2022,"610,000 EGP","trending_up +20,000 EGP","630,000 EGP",6/15/2022
1881,Hyundai Tucson A/T / Premium 2022,"735,000 EGP","trending_up +20,000 EGP","755,000 EGP",6/15/2022
1882,Hyundai Tucson A/T / Advanced 2022,"695,000 EGP","trending_up +20,000 EGP","715,000 EGP",6/15/2022
1883,Hyundai Tucson A/T / Modern 2022,"640,000 EGP","trending_up +20,000 EGP","660,000 EGP",6/15/2022
1884,Hyundai Tucson A/T / Smart Plus 2022,"605,000 EGP","trending_up +20,000 EGP","625,000 EGP",6/15/2022
1885,Hyundai Tucson A/T / Smart 2022,"575,000  EGP","trending_up +20,000 EGP","595,000 EGP",6/15/2022
1886,Hyundai Elantra CN7 AT / SMART V2 2022,"430,000 EGP","trending_up +15,000 EGP","445,000 EGP",6/15/2022
1887,Hyundai Elantra CN7 A/T / PREMIUM / WHITE PACK 2022,"600,000 EGP","trending_up +15,000 EGP","615,000 EGP",6/15/2022
1888,Hyundai Elantra CN7 A/T / PREMIUM 2022,"595,000 EGP","trending_up +15,000 EGP","610,000 EGP",6/15/2022
1889,Hyundai Elantra CN7 A/T / ADVANCED / WHITE PACK 2022,"540,000 EGP","trending_up +15,000 EGP","555,000 EGP",6/15/2022
1890,Hyundai Elantra CN7 A/T / ADVANCED 2022,"535,000 EGP","trending_up +15,000 EGP","550,000 EGP",6/15/2022
1891,Hyundai Elantra CN7 A/T / MODERN 2022,"500,000 EGP","trending_up +15,000 EGP","515,000 EGP",6/15/2022
1892,Hyundai Elantra CN7 A/T / SMART PLUS 2022,"475,000 EGP","trending_up +15,000 EGP","490,000 EGP",6/15/2022
1893,Hyundai Elantra CN7 A/T / SMART FUN 2022,"450,000 EGP","trending_up +15,000 EGP","465,000 EGP",6/15/2022
1894,Hyundai Elantra CN7 A/T / SMART SAFETY 2022,"435,000 EGP","trending_up +15,000 EGP","450,000 EGP",6/15/2022
1895,Hyundai Elantra CN7 A/T / SMART 2022,"425,000 EGP","trending_up +15,000 EGP","440,000 EGP",6/15/2022
1896,Hyundai I10 A/T / Elite 2022,"285,000 EGP","trending_up +4,000 EGP","289,000 EGP",6/15/2022
1897,Hyundai I10 A/T / Spirit 2022,"275,000 EGP","trending_up +4,000 EGP","279,000 EGP",6/15/2022
1898,Hyundai Bayon A/T / Ultimate 2022,"455,000 EGP","trending_up +10,000 EGP","465,000 EGP",6/15/2022
1899,Hyundai Bayon A/T / Elite 2022,"435,000 EGP","trending_up +10,000 EGP","445,000 EGP",6/15/2022
1900,Hyundai Bayon A/T / Dynamic 2022,"415,000 EGP","trending_up +10,000 EGP","425,000 EGP",6/15/2022
1901,Hyundai Bayon AT / Spirit 2022,"390,000 EGP","trending_up +10,000 EGP","400,000 EGP",6/15/2022
1902,Hyundai Creta SU2 A/T / ADVANCED / Two Tone 2022,"523,000 EGP","trending_up +5,000 EGP","528,000 EGP",6/15/2022
1903,Hyundai Creta SU2 A/T / MODERN / Two Tone 2022,"498,000 EGP","trending_up +5,000 EGP","503,000 EGP",6/15/2022
1904,Hyundai Creta SU2 A/T / SMART PLUS / Two Tone 2022,"473,000 EGP","trending_up +5,000 EGP","478,000 EGP",6/15/2022
1905,Hyundai Creta SU2 A/T / SMART / Two Tone 2022,"458,000 EGP","trending_up +5,000 EGP","463,000 EGP",6/15/2022
1906,Hyundai Creta SU2 A/T / ADVANCED 2022,"520,000 EGP","trending_up +5,000 EGP","525,000 EGP",6/15/2022
1907,Hyundai Creta SU2 A/T / MODERN 2022,"495,000 EGP","trending_up +5,000 EGP","500,000 EGP",6/15/2022
1908,Hyundai Creta SU2 A/T / SMART PLUS 2022,"470,000 EGP","trending_up +5,000 EGP","475,000 EGP",6/15/2022
1909,Hyundai Creta SU2 A/T / SMART 2022,"455,000 EGP","trending_up +5,000 EGP","460,000 EGP",6/15/2022
1910,Hyundai I20 A/T / Ultimate 2022,"400,000 EGP","trending_up +10,000 EGP","410,000 EGP",6/15/2022
1911,Hyundai I20 A/T / Elite 2022,"390,000 EGP","trending_up +10,000 EGP","400,000  EGP",6/15/2022
1912,Hyundai I20 A/T / Dynamic 2022,"380,000 EGP","trending_up +10,000 EGP","390,000 EGP",6/15/2022
1913,Hyundai I20 A/T / SPIRIT 2022,"360,000 EGP","trending_up +10,000 EGP","370,000 EGP",6/15/2022
1914,Hyundai Accent HCI A/T / Smart Plus 2022,"365,000 EGP","trending_up +5,000 EGP","370,000 EGP",6/15/2022
1915,Hyundai Accent HCI A/T / Smart Safety 2022,"345,000 EGP","trending_up +5,000 EGP","350,000 EGP",6/15/2022
1916,Hyundai Accent HCI A/T / SMART FUN 2022,"345,000 EGP","trending_up +5,000 EGP","350,000 EGP",6/15/2022
1917,Ford Focus A/T / Titanium 4d 2022,"515,000 EGP","trending_up +20,000 EGP","535,000 EGP",6/15/2022
1918,Ford Focus A/T / Connected 5d 2022,"470,000 EGP","trending_up +20,000 EGP","490,000 EGP",6/15/2022
1919,Ford Focus A/T / Connected 4d 2022,"480,000 EGP","trending_up +20,000 EGP","500,000 EGP",6/15/2022
1920,Ford Focus A/T / Trend 4d 2022,"450,000 EGP","trending_up +20,000 EGP","470,000 EGP",6/15/2022
1921,Soueast DX3 A/T / Highline / Two Tone 2022,"345,000 EGP","trending_up +3,000 EGP","348,000 EGP",6/15/2022
1922,Soueast DX3 A/T / Highline 2022,"340,000 EGP","trending_up +3,000 EGP","343,000 EGP",6/15/2022
1923,Chery Tiggo 7 pro A/T / Luxury 2022,"50,500 EGP","trending_up +454,500 EGP","505,000 EGP",6/15/2022
1924,Hyundai Accent RB A/T / Highline TINTED GLASS 2023,"331,000 EGP","trending_up +8,000 EGP","339,000 EGP",6/15/2022
1925,Hyundai Accent RB A/T / DAB ABS PLUS TINTED GLASS 2023,"321,000 EGP","trending_up +8,000 EGP","329,000 EGP",6/15/2022
1926,Hyundai Accent RB A/T / DAB ABS TINTED GLASS 2023,"316,000 EGP","trending_up +8,000 EGP","324,000 EGP",6/15/2022
1927,Hyundai Accent RB A/T / DAB ABS TINTED GLASS 2023,"311,000 EGP","trending_up +5,000 EGP","316,000 EGP",6/15/2022
1928,Hyundai Accent RB A/T / SR TINTED GLASS 2023,"305,000 EGP","trending_up +5,000 EGP","310,000  EGP",6/15/2022
1929,Hyundai Elantra HD A/T / HIGHLINE TINTED GLASS 15 2023,"349,000 EGP","trending_up +6,000 EGP","355,000 EGP",6/15/2022
1930,Hyundai Elantra HD Automatic / GL / DAB / ABS / Tinted glass 2023,"345,000 EGP","trending_up +5,000 EGP","350,000 EGP",6/15/2022
1931,Hyundai Elantra HD Automatic / GL / SR / TINTED GLASS 2023,"332,000 EGP","trending_up +5,000 EGP","337,000 EGP",6/15/2022
1932,Hyundai Elantra HD Automatic / GL / TINTED GLASS 2023,"325,000 EGP","trending_up +5,000 EGP","330,000 EGP",6/15/2022
1933,Chery Tiggo 7 A/T / Highline 2023,"399,900 EGP","trending_up +7,100 EGP","407,000 EGP",6/15/2022
1934,Chery Tiggo 7 A/T / Baseline 2023,"370,000 EGP","trending_up +5,000 EGP","375,000 EGP",6/15/2022
1935,Chery Tiggo 3 Automtic / Tinted Glass 2023,"315,000 EGP","trending_up +5,000 EGP","320,000 EGP",6/15/2022
1936,Chery Tiggo 8 A/T / Luxury 2022,"520,000 EGP","trending_up +5,000 EGP","525,000 EGP",6/15/2022
1937,Chery Tiggo 8 Automtic / COMFORT 2022,"480,000 EGP","trending_up +5,000 EGP","485,000 EGP",6/15/2022
1938,Chery Tiggo 7 pro A/T / Comfort 2022,"465,000 EGP","trending_up +5,000 EGP","470,000 EGP",6/15/2022
1939,Changan Eado A/T / L2 2022,"299,900 EGP","trending_up +3,100 EGP","303,000 EGP",6/14/2022
1940,Changan Eado A/T / L1 2022,"279,900 EGP","trending_up +3,100 EGP","283,000 EGP",6/14/2022
1941,Changan Alsvin A/T / L2 2022,"265,000 EGP","trending_up +2,000 EGP","267,000 EGP",6/14/2022
1942,Changan Alsvin A/T / L1 2022,"245,000 EGP","trending_up +2,000 EGP","247,000 EGP",6/14/2022
1943,Changan Alsvin MT‏ / L1 2022,"225,000 EGP","trending_up +2,000 EGP","227,000 EGP",6/14/2022
1944,Changan CS 35 Plus A/T / FLAGSHIP 2022,"445,000 EGP","trending_up +15,000 EGP","460,000 EGP",6/14/2022
1945,Changan CS 35 Plus A/T / PREMIUM 2022,"420,000 EGP","trending_up +15,000 EGP","435,000 EGP",6/14/2022
1946,Changan CS 35 Plus A/T / ELITE 2022,"399,000 EGP","trending_up +15,000 EGP","414,000 EGP",6/14/2022
1947,Proton Saga A/T / Premium 2022,"259,500 EGP","trending_up +20,500 EGP","280,000 EGP",6/12/2022
1948,Proton Saga A/T / Standard 2022,"246,900 EGP","trending_up +13,100 EGP","260,000 EGP",6/12/2022
1949,Opel Crossland A/T / Top Line 2022,"439,990 EGP","trending_up +10,000 EGP","449,990 EGP",6/12/2022
1950,Opel Crossland A/T / Elegance 2022,"409,990 EGP","trending_up +10,000 EGP","419,990 EGP",6/12/2022
1951,Opel Corsa A/T / Top line Plus 2022,"415,000 EGP","trending_up +14,990 EGP","429,990 EGP",6/12/2022
1952,Opel Corsa A/T / Elegance 2022,"395,000 EGP","trending_up +14,990 EGP","409,990 EGP",6/12/2022
1953,Mazda 3 A/T / HB Premium 2022,"539,900 EGP","trending_up +50,100 EGP","590,000 EGP",6/12/2022
1954,Mazda 3 A/T / HB Executive 2022,"499,900 EGP","trending_up +50,100 EGP","550,000 EGP",6/12/2022
1955,Mazda 3 A/T / Premium 2022,"559,900 EGP","trending_up +50,100 EGP","610,000 EGP",6/12/2022
1956,Mazda 3 A/T / Executive 2022,"514,900 EGP","trending_up +45,100 EGP","560,000 EGP",6/12/2022
1957,Mazda 3 A/T / Sport 2022,"464,900 EGP","trending_up +45,100 EGP","510,000 EGP",6/12/2022
1958,Mazda Cx 3 A/T / Luxury 2022,"414,900 EGP","trending_up +35,100 EGP","450,000 EGP",6/12/2022
1959,Mitsubishi Xpander Automatic / HL 2022,"408,990 EGP","trending_up +25,010 EGP","434,000 EGP",6/11/2022
1960,Mitsubishi Xpander Automatic / Midline 2022,"376,000 EGP","trending_up +32,990 EGP","408,990 EGP",6/11/2022
