,symbol,name,price,pricing_changes,pricing_percentage_changes,sector,industry,market_cap,share_volume,earnings_per_share,annualized_dividend,dividend_pay_date,symbol_yield,beta,errors
3111,BASE,"Couchbase, Inc. Common Stock",17.04,Unchanged,,Technology,EDP Services,"742,852,632","782,545",N/A,N/A,N/A,N/A,4.05,False
3112,IMXI,"International Money Express, Inc. Common Stock",21.0,+0.70,(+3.45%),Technology,Retail: Computer Software & Peripheral Equipment,"777,861,064","1,037,271",$1.19,N/A,N/A,N/A,0.49,False
3113,SMFR,Sema4 Holdings Corp. Class A Common Stock,2.74,-0.04,(-1.44%),Technology,Retail: Computer Software & Peripheral Equipment,"674,369,131","1,566,267",N/A,N/A,N/A,N/A,0.61,False
3114,AMSWA,"American Software, Inc. Class A Common Stock",20.6821,-0.0379,(-0.18%),Technology,Computer Software: Prepackaged Software,66.52,"148,082","May 5, 2022","May 20, 2022",0.75,"Dec 5, 2012",$0.20,False
3115,WW,"WW International, Inc. Common Stock",10.2,+0.03,(+0.29%),Miscellaneous,Other Consumer Services,"712,682,612","1,056,203",$0.93,N/A,"Oct 11, 2013",N/A,1.66,False
3116,BWV,"Blue Water Vaccines, Inc. Common Stock",41.44,-0.56,(-1.33%),Health Care,Biotechnology: Pharmaceutical Preparations,"464,040,654","443,957",N/A,N/A,N/A,N/A,,True
3117,GOSS,"Gossamer Bio, Inc. Common Stock",8.63,+0.04,(+0.47%),Health Care,Biotechnology: Pharmaceutical Preparations,"656,938,401","736,455",N/A,N/A,N/A,1.04,,True
3118,CLDT,Chatham Lodging Trust,13.93,Unchanged,,Consumer Services,Real Estate Investment Trusts,"679,840,904","486,147",N/A,N/A,N/A,1.88,,True
3119,BW,"Babcock & Wilcox Enterprises, Inc. Common Stock",8.7,-0.01,(-0.11%),Technology,Industrial Machinery/Components,"751,969,854","709,673",$0.21,N/A,N/A,N/A,2.64,False
3120,PGC,Peapack-Gladstone Financial Corporation Common Stock,37.76,Unchanged,,Finance,Commercial Banks,"694,553,211","61,799",$2.93,$0.20,"Feb 25, 2022",0.53%,1.15,False
3121,IXHL,Incannex Healthcare Limited American Depositary Shares,14.45,+0.65,(+4.71%),N/A,N/A,"667,107,456","2,809,601",N/A,N/A,N/A,N/A,,True
3122,BOE,Blackrock Enhanced Global Dividend Trust Common Shares of Beneficial Interest,10.91,+0.21,(+1.96%),Finance,"Trusts, Except Educational, Religious, and Charitable","698,516,198","150,963",N/A,N/A,N/A,N/A,0.94,False
3123,SIBN,"SI-BONE, Inc. Common Stock",20.09,Unchanged,,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,"679,857,051","301,913",N/A,N/A,N/A,1.41,,True
3124,LIDR,"AEye, Inc. Class A Common Stock",4.83,+0.09,(+1.90%),Capital Goods,Auto Parts:O.E.M.,"737,700,685","1,016,869",N/A,N/A,N/A,N/A,1.84,False
3125,VINP,Vinci Partners Investments Ltd. Class A Common Shares,12.4235,-0.0165,(-0.13%),Finance,Investment Managers,12.33,"47,640","Mar 9, 2022","Mar 24, 2022",-1.27,"Mar 9, 2022",$0.20,False
3126,SPAQ,Spartan Acquisition Corp. III Class A Common Stock,6.48,+0.02,(+0.31%),N/A,N/A,"445,740,000","534,922",N/A,N/A,N/A,N/A,0.03,False
3127,NIE,Virtus AllianzGI Equity & Convertible Income Fund Common Shares of Beneficial Interest,25.5,-0.03,(-0.12%),Finance,Investment Managers,"707,409,876","59,984",N/A,N/A,N/A,N/A,0.99,False
3128,PAYA,Paya Holdings Inc. Class A Common Stock,5.67,+0.01,(+0.18%),Technology,Computer Software: Prepackaged Software,"747,232,170","927,233",N/A,N/A,N/A,-0.22,,True
3129,ACB,Aurora Cannabis Inc. Common Shares,3.25,Unchanged,,N/A,N/A,"698,012,250","5,667,452",N/A,N/A,N/A,3.18,,True
3130,CMAX,"CareMax, Inc. Class A Common Stock",8.54,Unchanged,,Technology,Computer Software: Prepackaged Software,"746,122,481","787,203",N/A,N/A,N/A,N/A,0.63,False
3131,ATLC,Atlanticus Holdings Corporation Common Stock,53.33,Unchanged,,Finance,Finance: Consumer Services,"781,732,472","137,274",$7.56,N/A,N/A,N/A,1.61,False
3132,HCI,"HCI Group, Inc. Common Stock",71.21,Unchanged,,Finance,Property-Casualty Insurers,"735,202,945","85,721",$0.28,$1.60,"Mar 18, 2022",2.37%,0.76,False
3133,GEO,Geo Group Inc,5.79,Unchanged,,Consumer Services,Real Estate Investment Trusts,"709,377,060","3,680,106",$0.53,N/A,N/A,N/A,0.7,False
3134,INGN,"Inogen, Inc Common Stock",32.38,Unchanged,,Health Care,Industrial Specialties,"736,175,037","153,826",N/A,N/A,N/A,0.92,,True
3135,DICE,"DICE Therapeutics, Inc. Common Stock",19.15,Unchanged,,Health Care,Biotechnology: Pharmaceutical Preparations,"732,131,597","254,445",N/A,N/A,N/A,N/A,0.62,False
3136,HYLN,Hyliion Holdings Corp. Class A Common Stock,3.92,-0.01,(-0.25%),Capital Goods,Auto Parts:O.E.M.,"682,122,739","3,785,989",N/A,N/A,N/A,0.92,,True
3137,AAN,"Aarons Holdings Company, Inc. Common Stock",22.4164,-0.0536,(-0.24%),Miscellaneous,Diversified Commercial Services,"696,082,940","221,387",$3.22,$0.45,"Apr 5, 2022",1.84%,1.78,False
3138,BWMX,"Betterware de Mexico, S.A.B. de C.V. Ordinary Shares",18.44,Unchanged,,Consumer Services,Catalog/Specialty Distribution,"688,117,108","115,403",$2.46,$1.647,"Mar 3, 2022",8.47%,0.3,False
3139,NRDS,"NerdWallet, Inc. Class A Common Stock",11.0,+0.01,(+0.09%),Technology,Advertising,"723,524,903","296,294",N/A,N/A,N/A,N/A,-0.5,False
3140,LOMA,Loma Negra Compania Industrial Argentina Sociedad Anonima ADS,5.725,-0.055,(-0.95%),Capital Goods,Building Materials,"680,245,998","273,061",$0.51,N/A,N/A,N/A,1.48,False
3141,INNV,InnovAge Holding Corp. Common Stock,5.49,-0.05,(-0.90%),Health Care,Hospital/Nursing Management,"750,761,482","275,683",$0.03,N/A,N/A,N/A,10.37,False
3142,CCVI,Churchill Capital Corp VI Class A Common Stock,9.76,+0.01,(+0.1%),N/A,N/A,"673,440,000","1,500,686",N/A,N/A,N/A,N/A,0.04,False
3143,PRCH,"Porch Group, Inc. Common Stock",7.91,Unchanged,,Technology,Computer Software: Prepackaged Software,"775,304,622","3,007,188",N/A,N/A,N/A,0.68,,True
3144,OPRX,OptimizeRx Corporation Common Stock,38.81,Unchanged,,Health Care,Managed Health Care,"693,745,632","195,817",$0.09,N/A,N/A,N/A,0.9,False
3145,BBAR,Banco BBVA Argentina S.A. ADS,3.38,Unchanged,,Finance,Commercial Banks,"690,319,931","635,920",$0.95,N/A,N/A,N/A,1.33,False
3146,HCCI,"Heritage-Crystal Clean, Inc. Common Stock",28.85,+0.47,(+1.66%),Public Utilities,Water Supply,"698,220,401","47,523",$2.59,N/A,N/A,N/A,1.27,False
3147,GSEV,"Gores Holdings VII, Inc. Class A Common Stock",9.77,+0.01,(+0.10%),N/A,N/A,"671,000,000","4,632",N/A,N/A,N/A,N/A,0.02,False
3148,VRAY,"ViewRay, Inc. Common Stock",3.84,+0.01,(+0.26%),Health Care,Industrial Specialties,"687,119,986","1,395,464",N/A,N/A,N/A,0.9,,True
3149,WPCB,Warburg Pincus Capital Corporation IB Class A Ordinary Shares,9.78,Unchanged,,N/A,N/A,"670,846,875",N/A,N/A,N/A,N/A,N/A,-0.09,False
3150,IIM,Invesco Value Municipal Income Trust Common Stock,14.02,+0.07,(+0.5%),Finance,Investment Managers,"659,732,382","149,768",N/A,N/A,N/A,N/A,0.27,False
3151,LASR,"nLIGHT, Inc. Common Stock",16.88,Unchanged,,Technology,Semiconductors,"748,402,095","307,561",N/A,N/A,N/A,2.35,,True
3152,MIRM,"Mirum Pharmaceuticals, Inc. Common Stock",21.93,Unchanged,,Health Care,Biotechnology: Pharmaceutical Preparations,"695,848,111","282,863",N/A,N/A,N/A,1.44,,True
3153,KNSA,"Kiniksa Pharmaceuticals, Ltd. Class A Common Stock",10.13,Unchanged,,Health Care,Biotechnology: Pharmaceutical Preparations,"700,027,764","572,910",N/A,N/A,N/A,-0.02,,True
3154,BVH,Bluegreen Vacations Holding Corporation Class A Common Stock,32.6099,-0.0701,(-0.21%),Consumer Services,Hotels/Resorts,"701,289,205","82,232",$2.77,N/A,N/A,N/A,1.83,False
3155,NEWT,Newtek Business Services Corp. Common Stock,28.2,+0.59,(+2.14%),Finance,Finance/Investors Services,"667,021,541","203,512",$3.70,$3.00,"Mar 31, 2022",15.37%,1.08,False
3156,GLUE,"Monte Rosa Therapeutics, Inc. Common Stock",13.0,Unchanged,,Health Care,Biotechnology: Pharmaceutical Preparations,"604,576,882","855,899",N/A,N/A,N/A,N/A,4.03,False
3157,ATRS,"Antares Pharma, Inc. Common Stock",3.73,-0.11,(-2.86%),Health Care,Medical/Dental Instruments,"653,208,369","506,066",$0.27,N/A,N/A,N/A,1.47,False
3158,NID,Nuveen Intermediate Duration Municipal Term Fund Common Shares of Beneficial Interest,13.8,-0.02,(-0.14%),Finance,Finance Companies,"648,490,634","150,653",N/A,N/A,N/A,N/A,0.17,False
3159,LLNW,"Limelight Networks, Inc. Common Stock",4.6101,-0.0099,(-0.21%),N/A,N/A,"628,779,829","1,534,933",N/A,N/A,N/A,0.55,,True
3160,NKX,Nuveen California AMT-Free Quality Municipal Income Fund,13.5302,+0.0002,(+0%),Finance,Finance/Investors Services,"642,959,623","95,802",N/A,N/A,N/A,N/A,0.27,False
3161,BAND,Bandwidth Inc. Class A Common Stock,28.11,Unchanged,,Technology,Computer Software: Prepackaged Software,"708,596,402","1,284,625",N/A,N/A,N/A,0.71,,True
3162,DCGO,DocGo Inc. Common Stock,8.0829,-0.0671,(-0.82%),Health Care,Managed Health Care,"815,565,920","844,210",N/A,N/A,N/A,N/A,1.38,False
3163,USLM,"United States Lime & Minerals, Inc. Common Stock",114.49,+0.89,(+0.78%),Energy,Other Metals and Minerals,"643,903,544","3,460",$6.53,$0.80,"Mar 18, 2022",0.69%,0.71,False
3164,KVSC,Khosla Ventures Acquisition Co. III Class A Common Stock,9.72,Unchanged,,N/A,N/A,"658,596,358","167,863",N/A,N/A,N/A,N/A,0.04,False
3165,BODY,"The Beachbody Company, Inc. Class A Common Stock",2.21,Unchanged,,Capital Goods,Industrial Machinery/Components,"685,646,034","1,932,557",N/A,N/A,N/A,N/A,1.54,False
3166,BLBD,Blue Bird Corporation Common Stock,20.44,Unchanged,,Capital Goods,Construction/Ag Equipment/Trucks,"653,574,601","97,253",N/A,N/A,N/A,0.96,,True
3167,FNKO,"Funko, Inc. Class A Common Stock",17.45,Unchanged,,Consumer Non-Durables,Recreational Products/Toys,"701,451,854","664,200",$1.07,N/A,N/A,N/A,2.23,False
3168,PETQ,"PetIQ, Inc. Class A Common Stock",23.88,Unchanged,,Health Care,Biotechnology: Pharmaceutical Preparations,"696,279,858","257,907",N/A,N/A,N/A,1.48,,True
3169,MCRB,"Seres Therapeutics, Inc. Common Stock",6.965,-0.325,(-4.46%),Health Care,Biotechnology: Pharmaceutical Preparations,"670,784,743","884,594",N/A,N/A,N/A,3.38,,True
3170,ETD,Ethan Allen Interiors Inc. Common Stock,26.95,Unchanged,,Consumer Durables,Home Furnishings,"681,864,402","301,214",$3.16,$1.16,"Feb 23, 2022",4.4%,1.1,False
3171,SGHT,"Sight Sciences, Inc. Common Stock",14.15,Unchanged,,Health Care,Medical Specialities,"669,400,800","366,881",N/A,N/A,N/A,N/A,1,False
3172,LIND,Lindblad Expeditions Holdings Inc. Common Stock,12.6689,-0.1411,(-1.10%),N/A,N/A,"643,062,000","587,451",N/A,N/A,N/A,2.24,,True
3173,PFN,PIMCO Income Strategy Fund II,8.87,+0.28,(+3.26%),Finance,Finance/Investors Services,"660,193,040","213,847",N/A,N/A,N/A,N/A,0.72,False
3174,HCKT,Hackett Group Inc,21.11,Unchanged,,Technology,Retail: Computer Software & Peripheral Equipment,"667,382,369","93,392",$1.26,$0.44,"Apr 8, 2022",1.9%,0.64,False
3175,VVR,Invesco Senior Income Trust Common Stock,4.22,+0.10,(+2.43%),Finance,"Trusts, Except Educational, Religious, and Charitable","645,789,706","389,374",N/A,N/A,N/A,N/A,0.6,False
3176,LND,Brasilagro Brazilian Agric Real Estate Co Sponsored ADR,6.31,+0.02,(+0.32%),N/A,Farming/Seeds/Milling,"623,917,183","48,806",$1.23,$0.459,"Nov 22, 2021",7.11%,0.97,False
3177,OBE,Obsidian Energy Ltd. Common Shares,7.3,+0.12,(+1.67%),N/A,N/A,"581,422,112","610,768",$4.37,N/A,N/A,N/A,,True
3178,FULC,"Fulcrum Therapeutics, Inc. Common Stock",17.5,+0.32,(+1.86%),Health Care,Biotechnology: Pharmaceutical Preparations,"698,147,371","332,577",N/A,N/A,N/A,1.68,,True
3179,MYE,"Myers Industries, Inc. Common Stock",19.12,Unchanged,,Capital Goods,Auto Parts:O.E.M.,"693,607,751","164,237",$0.92,$0.54,"Apr 4, 2022",2.95%,1.46,False
3180,MSBI,"Midland States Bancorp, Inc. Common Stock",29.48,Unchanged,,Finance,Major Banks,"649,485,967","103,060",$3.57,$1.16,"Feb 18, 2022",3.9%,0.89,False
3181,VTYX,"Ventyx Biosciences, Inc. Common Stock",11.0,+0.50,(+4.76%),Consumer Durables,Specialty Chemicals,"553,261,566","139,951",N/A,N/A,N/A,N/A,2.57,False
3182,TRST,TrustCo Bank Corp NY Common Stock,33.49,Unchanged,,Finance,Major Banks,"643,677,432","92,655",$3.22,$1.40,"Apr 1, 2022",4.15%,1.06,False
3183,OLP,"One Liberty Properties, Inc. Common Stock",31.37,Unchanged,,Consumer Services,Real Estate Investment Trusts,"662,563,762","79,224",$1.83,$1.80,"Apr 7, 2022",5.99%,1.41,False
3184,CARA,"Cara Therapeutics, Inc. Common Stock",11.2,-0.52,(-4.44%),Health Care,Biotechnology: Pharmaceutical Preparations,"627,178,431","535,951",N/A,N/A,N/A,1.04,,True
3185,BLU,BELLUS Health Inc. Common Shares,6.06,Unchanged,,N/A,N/A,"644,803,022","368,560",N/A,N/A,N/A,-0.28,,True
3186,HZON,Horizon Acquisition Corporation II Class A Ordinary Shares,9.84,+0.01,(+0.1%),Finance,Business Services,"645,750,000","8,502",N/A,N/A,N/A,N/A,-0.1,False
3187,VEON,VEON Ltd. ADS,0.4498,-0.0062,(-1.36%),Public Utilities,Telecommunications Equipment,0.96,"105,736,718",N/A,"Mar 5, 2020",1.51,"Apr 25, 2013",$0.79,False
3188,EGRX,"Eagle Pharmaceuticals, Inc. Common Stock",51.1,Unchanged,,Health Care,Biotechnology: Pharmaceutical Preparations,"648,821,861","134,821",N/A,N/A,N/A,0.63,,True
3189,LDP,"Cohen & Steers Limited Duration Preferred and Income Fund, Inc.",21.9,+0.27,(+1.25%),Finance,Finance Companies,"636,834,940","51,926",N/A,N/A,N/A,N/A,1.03,False
3190,BOOM,DMC Global Inc. Common Stock,33.28,Unchanged,,N/A,N/A,"643,844,032","228,776",$0.50,"Mar 30, 2020",1.51%,1.19,,True
3191,CVGW,"Calavo Growers, Inc. Common Stock",36.29,Unchanged,,Consumer Non-Durables,Specialty Foods,"642,333,000","184,823",$1.15,"Nov 10, 2021",3.27%,0.87,,True
3192,FTHY,First Trust High Yield Opportunities 2027 Term Fund Common Stock,17.2,+0.12,(+0.7%),Finance,Investment Managers,"632,495,411","86,864",N/A,N/A,N/A,N/A,0.45,False
3193,AGX,"Argan, Inc. Common Stock",40.12,-0.32,(-0.79%),Capital Goods,Oilfield Services/Equipment,"630,475,569","75,988",$2.86,$1.00,"Jan 31, 2022",2.48%,0.52,False
3194,PLBY,"PLBY Group, Inc. Common Stock",15.02,Unchanged,,Consumer Non-Durables,Recreational Products/Toys,"640,011,047","1,406,223",N/A,N/A,N/A,5.39,,True
3195,RBOT,Vicarious Surgical Inc. Class A Common Stock,5.45,+0.12,(+2.25%),Health Care,Medical Specialities,"638,369,127","297,675",N/A,N/A,N/A,N/A,-0.43,False
3196,VGM,Invesco Trust for Investment Grade Municipals Common Stock,11.53,+0.02,(+0.17%),Finance,"Trusts, Except Educational, Religious, and Charitable","624,133,157","133,112",N/A,N/A,N/A,N/A,0.27,False
3197,WSR,Whitestone REIT Common Shares,12.83,+0.03,(+0.23%),Consumer Services,Real Estate Investment Trusts,"630,541,179","446,716",$0.26,$0.48,"Apr 14, 2022",3.36%,1.21,False
3198,NIU,Niu Technologies American Depositary Shares,9.88,+0.21,(+2.17%),Capital Goods,Auto Manufacturing,"737,579,240","1,317,700",$0.44,N/A,N/A,N/A,0.92,False
3199,OFIX,Orthofix Medical Inc. Common Stock,31.9,Unchanged,,Health Care,Medical/Dental Instruments,"633,309,137","60,612",N/A,N/A,N/A,1,,True
3200,SOPH,SOPHiA GENETICS SA Ordinary Shares,8.58,+0.15,(+1.78%),N/A,N/A,"538,319,517","195,503",N/A,N/A,N/A,N/A,0.47,False
3201,VERA,"Vera Therapeutics, Inc. Class A Common Stock",24.1,Unchanged,,Health Care,Biotechnology: Pharmaceutical Preparations,"651,173,324","122,938",N/A,N/A,N/A,N/A,-1.15,False
3202,NN,NextNav Inc. Common Stock,7.25,Unchanged,,Capital Goods,Industrial Machinery/Components,"692,196,172","210,396",N/A,N/A,N/A,N/A,2.57,False
3203,OSBC,"Old Second Bancorp, Inc. Common Stock",14.36,Unchanged,,Finance,Major Banks,"638,460,606","306,491",$0.73,$0.20,"Feb 7, 2022",1.41%,1.16,False
3204,CNSL,"Consolidated Communications Holdings, Inc. Common Stock",5.46,Unchanged,,Public Utilities,Telecommunications Equipment,"620,326,139","418,398",N/A,N/A,N/A,1.19,,True
3205,IEA,"Infrastructure and Energy Alternatives, Inc. Common Stock",13.2,Unchanged,,Basic Industries,"Water, Sewer, Pipeline, Comm & Power Line Construction","633,961,139","467,440",N/A,N/A,N/A,1.4,,True
3206,YALA,"Yalla Group Limited American Depositary Shares, each representing one Class A Ordinary Share",4.61,-0.06,(-1.28%),Technology,"Computer Software: Programming, Data Processing","672,153,707","2,141,423",$0.46,N/A,N/A,N/A,1.76,False
3207,TITN,Titan Machinery Inc. Common Stock,28.99,+1.15,(+4.13%),N/A,N/A,"654,910,655","123,981",$1.97,N/A,N/A,N/A,1.63,False
3208,VKQ,Invesco Municipal Trust Common Stock,11.06,-0.05,(-0.45%),Finance,"Trusts, Except Educational, Religious, and Charitable","611,841,711","192,532",N/A,N/A,N/A,N/A,0.26,False
3209,TRMD,TORM plc Class A Common Stock,8.07,Unchanged,,Consumer Services,Marine Transportation,"652,752,925","72,023",$1.70,"Aug 26, 2020",21.49%,0.67,,True
3210,CCB,Coastal Financial Corporation Common Stock,48.61,+0.70,(+1.46%),Finance,Commercial Banks,"625,869,062","58,271",$2.16,N/A,N/A,N/A,1.25,False
3211,BJRI,"BJ's Restaurants, Inc. Common Stock",27.89,Unchanged,,Consumer Services,Restaurants,"652,965,115","669,704",N/A,N/A,N/A,2.09,,True
3212,FPI,Farmland Partners Inc. Common Stock,13.4,+0.40,(+3.08%),Consumer Services,Real Estate Investment Trusts,"593,715,174","463,287",$0.20,"Mar 31, 2022",1.5%,0.77,,True
3213,OB,Outbrain Inc. Common Stock,11.21,+0.28,(+2.56%),Capital Goods,Industrial Machinery/Components,"635,622,627","475,440",N/A,N/A,N/A,N/A,1.16,False
3214,TLS,Telos Corporation Common Stock,9.26,+0.15,(+1.65%),Technology,EDP Services,"608,140,145","2,998,888",N/A,N/A,N/A,2.23,,True
3215,VNDA,Vanda Pharmaceuticals Inc. Common Stock,11.8,Unchanged,,Health Care,Biotechnology: Pharmaceutical Preparations,"659,700,889","464,460",$0.58,N/A,N/A,N/A,0.54,False
3216,MGTX,MeiraGTx Holdings plc Ordinary Shares,14.07,Unchanged,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),"628,614,029","137,467",N/A,N/A,N/A,1.76,,True
3217,CRAI,"CRA International, Inc. Common Stock",88.65,Unchanged,,Miscellaneous,Other Consumer Services,"656,028,528","28,787",$5.45,$1.24,"Mar 25, 2022",1.46%,1.53,False
3218,ALBO,"Albireo Pharma, Inc. Common Stock",30.32,+0.65,(+2.19%),Health Care,Biotechnology: Pharmaceutical Preparations,"587,052,747","300,703",N/A,N/A,N/A,1.1,,True
3219,CFIV,CF Acquisition Corp. IV Class A common stock,9.78,-0.015,(-0.15%),N/A,N/A,"621,982,500","1,272",N/A,N/A,N/A,N/A,-0.03,False
3220,ALCC,AltC Acquisition Corp. Class A Common Stock,9.7013,-0.0187,(-0.19%),N/A,N/A,"620,398,135",246,N/A,N/A,N/A,N/A,0.21,False
3221,BLE,BlackRock Municipal Income Trust II,12.37,+0.025,(+0.2%),Finance,Finance/Investors Services,"602,035,753","199,103",N/A,N/A,N/A,N/A,0.35,False
3222,HIBB,"Hibbett, Inc. Common Stock",48.9815,-0.4785,(-0.97%),Consumer Non-Durables,Apparel,"677,043,300","605,241",$10.79,$1.00,"Mar 29, 2022",2.26%,2.02,False
3223,DDI,"DoubleDown Interactive Co., Ltd. American Depository Shares",12.1346,-0.0404,(-0.33%),Technology,EDP Services,"601,311,173","20,472",N/A,N/A,N/A,N/A,0.1,False
3224,QNST,"QuinStreet, Inc. Common Stock",12.38,Unchanged,,Technology,Advertising,"675,371,525","386,628",$0.12,N/A,N/A,N/A,0.93,False
3225,RLMD,"Relmada Therapeutics, Inc. Common Stock",22.65,Unchanged,,Health Care,Biotechnology: Pharmaceutical Preparations,"627,995,803","224,207",N/A,N/A,N/A,0.4,,True
3226,AMRX,"Amneal Pharmaceuticals, Inc. Class A Common Stock",4.1,Unchanged,,Health Care,Biotechnology: Pharmaceutical Preparations,"612,639,515","774,793",$0.07,N/A,N/A,N/A,1.24,False
3227,NRIX,"Nurix Therapeutics, Inc. Common stock",13.92,Unchanged,,Health Care,Biotechnology: Pharmaceutical Preparations,"622,749,731","905,261",N/A,N/A,N/A,2.85,,True
3228,ZIMV,ZimVie Inc. Common Stock,22.87,Unchanged,,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,"596,907,000","261,386",N/A,N/A,N/A,N/A,,True
3229,PCN,Pimco Corporate & Income Strategy Fund Common Stock,15.11,+0.51,(+3.49%),Finance,Investment Managers,"629,739,470","105,815",N/A,N/A,N/A,N/A,0.74,False
3230,LANDM,Gladstone Land Corporation 5.00% Series D Cumulative Term Preferred Stock,25.3577,-0.1699,(-0.67%),Consumer Services,Real Estate Investment Trusts,"611,181,581",479,N/A,$1.25,"Feb 28, 2022",4.9%,0.07,False
3231,MITK,"Mitek Systems, Inc. Common Stock",14.11,Unchanged,,Technology,Computer Software: Prepackaged Software,"625,038,896","273,308",$0.21,N/A,N/A,N/A,0.46,False
3232,BIOX,Bioceres Crop Solutions Corp. Ordinary Shares,14.875,Unchanged,,Basic Industries,Agricultural Chemicals,"611,441,650","24,790",$0.09,N/A,N/A,N/A,0.64,False
3233,GGN,"GAMCO Global Gold, Natural Resources & Income Trust",3.9,+0.08,(+2.09%),Finance,Finance/Investors Services,"588,884,779","834,753",N/A,N/A,N/A,N/A,1.07,False
3234,CCV,Churchill Capital Corp V Class A Common Stock,9.85,+0.06,(+0.61%),N/A,N/A,"611,875,000","10,310",N/A,N/A,N/A,N/A,-0.07,False
3235,FSNB,Fusion Acquisition Corp. II Class A Common Stock,9.76,+0.01,(+0.1%),N/A,N/A,"610,000,000","17,243",N/A,N/A,N/A,N/A,-0.02,False
3236,GCI,"Gannett Co., Inc. Common Stock",4.68,Unchanged,,Consumer Services,Newspapers/Magazines,"668,206,703","2,720,181",N/A,N/A,N/A,2.63,,True
3237,CGEM,"Cullinan Oncology, Inc. Common Stock",12.25,Unchanged,,Health Care,Biotechnology: Pharmaceutical Preparations,"535,135,615","262,474",N/A,N/A,N/A,N/A,0.67,False
3238,LCA,"Landcadia Holdings IV, Inc. Class A Common Stock",9.75,+0.01,(+0.1%),N/A,N/A,"609,375,000","790,051",N/A,N/A,N/A,N/A,-0.05,False
3239,ORC,"Orchid Island Capital, Inc. Common Stock",3.43,+0.01,(+0.29%),Consumer Services,Real Estate Investment Trusts,"605,316,228","6,375,079",$0.66,"Feb 25, 2022",19.35%,1.34,,True
